RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
3062,G028.8115+00.1909,Diffuse HII region ,1.496,2.396,1.59,4.68,,,,,NA,,NULL,MSX,,,
3058,G028.8141+00.2441,Rejected ,0.281,0.541,0.69,3.31,,,,,NA,,NULL,MSX,,,
3048,G028.8170+00.3663,HII region ,0.155,1.72,0.29,2.9,,,,86.5,9.8,Kin,14188,MIPS/IGA,5,<0.9,
3057,G028.8182+00.2483,Rejected ,0.131,0.389,0.52,2.89,,,,,NA,,NULL,MSX,,,
4349,G028.8213-00.2329,Rejected ,-0.055,0.313,1.06,3.97,,,,,NA,,NULL,MSX,,,
4347,G028.8224-00.2246,Diffuse HII region ,-0.015,0.297,1.47,4.55,,,,,NA,,NULL,MSX,,,
4351,G028.8254-00.2357,Rejected ,-0.032,1.075,0.62,3.17,,,,,NA,,NULL,MSX,,,
4348,G028.8282-00.2223,Rejected ,-0.02,0.589,1.6,6.25,,,,,NA,,NULL,MSX,,,
4350,G028.8302-00.2330,Rejected ,1.919,0.587,1.56,5.5,,,,,NA,,NULL,MSX,,,
3083,G028.8374-00.2242,Rejected ,0.123,0.626,0.91,4.58,,,,,NA,,NULL,MSX,,,
3086,G028.8392-00.2507,Diffuse HII region ,2.235,2.724,2.3,4.48,,,,,NA,,NULL,MSX,,,
2968,G028.8615+01.8526,YSO?,2.356,2.665,3.31,5.97,18,15.2,11.3,9,0.9,Kin,153,MSX,5,<0.6,
3075,G028.8621+00.0657,YSO ,3.284,7.122,15.34,34.01,,,,103.1,7.4,Kin,93727,MIPS/IGA,5,<1.2,
3114,G028.9773-00.6081,Rejected ,0.399,1.137,1.26,4.94,,,,,NA,,NULL,MSX,,,
3118,G028.9776-00.6218,Diffuse HII region ,0.892,1.133,0.88,2.88,,,,,NA,,NULL,MSX,,,
3115,G028.9863-00.6051,Rejected ,0.681,1.685,2.74,8.34,,,,,NA,,NULL,MSX,,,
3087,G029.2113-00.0690,PN ,0.703,1.256,7.09,9.69,14,13.1,11.6,,NA,,NULL,MSX,5,121.7,
2919,G029.2411+02.5041,Evolved star??,2.923,3.946,3.62,5.82,12.1,9.7,8,4.8,0.6,Kin,61,MSX,5,<0.6,
3173,G029.4132-00.7907,OH/IR star ,0.166,0.868,3.07,11.16,15.5,13,11.7,,NA,,NULL,MSX,5,<0.6,
3079,G029.4332+00.1542,Evolved star?,20.131,34.125,36.81,51.69,12.6,8.7,6.9,79.4,4.57/10.06,,37286.9/180683.9,MSX,5,<0.6,
3091,G029.4375-00.1741,YSO ,1.332,1.6,2.33,3.18,,,,85.8,4.9,Kin,5089,MIPS/IGA,8.6,<0.4,
3088,G029.5843+00.1143,Young/old star ,0.468,0.71,1.36,3.41,14.4,12.8,10.5,,NA,,NULL,MSX,5,<0.7,
3160,G029.5867-00.6598,HII region ,0.618,0.852,0.93,4.26,,,,76.8,4.5,Kin,3589,MIPS/IGA,5,<0.6,
3084,G029.5892+00.1539,Evolved star?,2.78,7.372,5.8,6.43,11.9,9,7.4,,NA,,NULL,MSX,,,
3145,G029.5904-00.6144,YSO ,0.571,-0.433,0.75,3.32,18.1,17,13.5,76.5,4.4,Kin,2608,MIPS/IGA,5,<0.6,
3144,G029.6192-00.5984,Diffuse HII region ,0.572,0.921,0.88,2.98,,,,,NA,,NULL,MSX,,,
2978,G029.8129+02.2195,YSO ,1.273,1.933,1.49,4.12,,,,45.4,3,Kin,1264,MSX,5,<0.6,
3112,G029.8288-00.1568,HII region ,0.534,0.899,1.59,6.93,,,,99.6,4.9,Kin,2324,MIPS/IGA,5,<3.4,
3105,G029.8390-00.0980,YSO ,0.57,2.301,3.36,5.46,14,14,11.8,99.2,4.9,Kin,3322,MIPS/IGA,5,<2.8,
4353,G029.8539-00.0800,Rejected ,-0.055,-0.931,1.32,4.84,,,,,NA,,NULL,MSX,,,
3099,G029.8620-00.0444,YSO ,3.953,4.826,6.62,19.01,15.1,12.5,9.8,101.2,4.9,Kin,28188,MIPS/IGA,5,<0.7,
3195,G029.8741-00.8190,PN ,0.759,1.96,6.58,17.47,15.1,13.7,11.6,83.7,4.8,Kin,13729,MSX,5,168.1,
3096,G029.8893-00.0069,Diffuse HII region ,1.038,3.81,6.46,11.55,,,,,NA,,NULL,MSX,,,
4352,G029.8982-00.0370,Rejected ,0.152,-0.76,1.62,4.04,,,,,NA,,NULL,MSX,,,
3107,G029.9048-00.0682,Rejected ,1.252,1.661,1.21,3.61,,,,,NA,,NULL,MSX,,,
3098,G029.9091-00.0188,Rejected ,0.861,4.319,7.27,17.98,,,,,NA,,NULL,MSX,,,
3104,G029.9107-00.0553,Rejected ,1.39,2.953,1.29,4.29,,,,,NA,,NULL,MSX,,,
3101,G029.9116-00.0284,Rejected ,0.273,1.362,3.35,11.26,,,,,NA,,NULL,MSX,,,
3106,G029.9161-00.0604,Rejected?,0.749,5.857,8.69,18.37,,,,,NA,,NULL,MSX,,,
3224,G029.9162-01.6063,Evolved star?,1.671,3.167,2.27,3.22,13.4,10.7,8.6,,NA,,NULL,MSX,5,<0.6,
3100,G029.9170-00.0242,Rejected ,1.701,2.712,2.87,10.36,,,,,NA,,NULL,MSX,,,
3109,G029.9316-00.0629,Rejected?,2.593,10.086,12.88,26.02,,,,,NA,,NULL,MSX,,,
3108,G029.9349-00.0531,Diffuse HII region ,4.824,20.232,29.19,53.97,,,,99.7,7.3,Kin,65506,MIPS/IGA,5,<1.5,
3102,G029.9564-00.0174,HII region ,54.315,229.1,396.34,1339.9,13.8,11,9,97.2,4.9,Kin,138974,MIPS/IGA,8.6,2,110
4903,G029.9738-00.0364,Rejected ,0.277,1.146,0.72,3.03,,,,,NA,,NULL,MSX,,,
3033,G030.0149+01.3743,Other ,0.96,1.485,1.7,3.98,9.8,8.5,8.6,,NA,,NULL,MSX,,,
3110,G030.0240-00.0427,Diffuse HII region ,5.522,7.876,7.66,24.72,,,,,NA,,NULL,MSX,,,
3092,G030.0261+00.1088,Diffuse HII region ,2.47,3.333,2.68,5.81,,,,,NA,,NULL,MSX,,,
4374,G030.0858-04.7381,Evolved star ,0.094,-0.76,2.24,7.45,14.1,13.1,12,,NA,,NULL,MSX,,,
3192,G030.0908-00.6866,OH/IR star ,83.74,127.89,211.96,233.34,,,,,NA,,NULL,MSX,,,
4364,G030.1256-00.9941,Evolved star?,0.105,-0.573,1.78,9.31,13.4,11.9,10.9,,NA,,NULL,MSX,,,
3036,G030.1468+01.4075,OH/IR star ,6.028,9.322,13.65,18.17,17.1,16.3,12.3,,NA,,NULL,MSX,5,<0.9,
3097,G030.1502+00.1237,PN?,0.11,0.663,1.53,6.27,17.7,14.2,11.7,,NA,,NULL,MSX,5,8.9,
3126,G030.1981-00.1691,YSO ,7.798,20.051,29.65,44.01,17,12.6,9.3,103.1,4.9,Kin,29852,MIPS/IGA,5,<0.8,
3125,G030.2091-00.1559,Rejected ,0.583,1.374,1.02,3.52,,,,,NA,,NULL,MSX,,,
3120,G030.2328-00.0332,Rejected ,0.236,0.623,1.07,3.75,,,,,NA,,NULL,MSX,,,
3124,G030.2340-00.1392,PN?,0.996,3.727,5.87,8.12,16.3,14.3,13.2,110.3,7.3,Kin,14762,MSX,5,349.9,
3090,G030.2475+00.2457,Diffuse HII region ,0.789,1.395,1.23,2.86,,,,,NA,,NULL,MSX,,,
3113,G030.2531+00.0536,HII region ,1.627,2.12,2.28,8.3,,,,71,10.3,Kin,28191,MIPS/IGA,5,80.1,
3117,G030.2971+00.0549,HII region ,1.09,1.804,2.91,9.75,,,,108.1,4.9,Kin,3304,MIPS/IGA,5,<1.0,
3133,G030.3101-00.2142,Diffuse HII region?,0.715,1.717,2.02,6.25,,,,,NA,,NULL,MSX,,,
3116,G030.3782+00.1068,Diffuse HII region ,1.865,2.422,2.49,5.63,,,,,NA,,NULL,MSX,,,
3128,G030.3830-00.1099,HII region ,7.371,10.862,10.36,35.78,,,,86.9,4.9,Spe,26603,MIPS/IGA,5,56.5,
3167,G030.3872-00.2670,Evolved star?,0.454,0.647,1.22,4.44,18.1,14.1,11.1,103.3,4.9,Spe,3682,MSX,5,<1.0,
4357,G030.3879-00.2254,Rejected ,0.092,1.025,1.95,7.69,,,,,NA,,NULL,MSX,,,
4359,G030.3922-00.2332,Rejected ,0.06,0.867,2.93,9.52,,,,,NA,,NULL,MSX,,,
3200,G030.3941-00.7061,Evolved star?,0.993,5.612,12.3,20.72,,,,65.5,3.9,Kin,11110,MSX,5,<0.6,
3159,G030.3953-00.2412,Rejected ,0.131,0.597,2.37,7.9,,,,,NA,,NULL,MSX,,,
4360,G030.3961-00.2457,Rejected ,-0.035,0.833,1.51,7.02,,,,,NA,,NULL,MSX,,,
4362,G030.3965-00.2599,Rejected ,0.08,0.769,1.33,7.41,,,,,NA,,NULL,MSX,,,
4361,G030.3966-00.2552,Rejected ,-0.039,-0.658,1.37,5.81,,,,,NA,,NULL,MSX,,,
3216,G030.3999-01.0659,Evolved star ,1.288,4.956,6.21,7.78,,,,,NA,,NULL,MSX,5,<0.6,
4904,G030.4039-00.1135,Rejected ,0.436,-0.85,0.73,2.93,,,,,NA,,NULL,MSX,,,
3158,G030.4117-00.2277,YSO ,2.89,3.68,3.05,11.21,15.4,12.8,10.4,104.8,4.9,Spe,2522,MIPS/IGA,5,<1.1,
3154,G030.4671-00.1884,Diffuse HII region ,0.266,0.699,1.23,5.49,,,,,NA,,NULL,MSX,,,
3123,G030.5345+00.0209,HII region ,4.829,13.791,18.93,52.33,16.2,14.8,12.3,48,11.4,Kin,99644,MIPS/IGA,5,710.4,
3130,G030.5889-00.0426,HII region ,1.294,1.447,3.63,7.96,,,,42.4,11.6,Kin,263418,MIPS/IGA,5,54.7,
3155,G030.5942-00.1273,YSO ,2.55,3.927,5.31,14.39,13.2,10.6,8.8,84.5,4.9,Spe,1989,MIPS/IGA,5,<1.0,
3147,G030.5955-00.1020,Rejected ,0.167,1.465,2.88,5.51,,,,,NA,,NULL,MSX,,,
3148,G030.6453-00.0777,Rejected ,0.201,1.05,2.52,8.53,,,,,NA,,NULL,MSX,,,
4358,G030.6617-00.0895,Rejected ,0.124,1.292,2.23,7.81,,,,,NA,,NULL,MSX,,,
3191,G030.6671-00.3316,PN?,1.294,3.571,7.97,20.21,16.8,15,12.9,89.5,4.9,Spe,16760,MSX,5,153.2,
3185,G030.6743-00.2364,Rejected ,0.097,0.758,1.8,5.33,,,,,NA,,NULL,MSX,,,
3189,G030.6848-00.2613,HII region ,2.374,3.548,4.44,9.62,,,,103.7,4.9,Spe,6628,MSX,5,54,
3188,G030.6876-00.2558,Rejected ,1.132,3.756,9.44,20.15,,,,,NA,,NULL,MSX,,,
3151,G030.6877-00.0729,HII region ,4.39,18.654,28.62,68.6,,,,89.3,4.9,Spe,91068,MIPS/IGA,5,467,
3143,G030.6931-00.0474,Diffuse HII region ,2.56,3.279,2.6,8.27,,,,87.3,4.9,Spe,33998,MIPS/IGA,5,<1.7,
3140,G030.6989-00.0235,Diffuse HII region ,1.414,3.194,1.92,4.27,,,,,NA,,NULL,MSX,,,
4906,G030.7058-00.0993,Rejected?,0.409,1.136,0.74,2.86,,,,,NA,,NULL,MSX,,,
3139,G030.7092-00.0177,Rejected?,2.051,3.756,2.22,5.35,,,,,NA,,NULL,MSX,,,
4355,G030.7108-00.0209,Rejected ,-0.035,2.425,2.89,6.78,,,,,NA,,NULL,MSX,,,
3095,G030.7147+00.4264,OH/IR star ,12.521,19.811,29.79,29.23,16.1,15,13.6,,NA,,NULL,MSX,5,<0.6,
3163,G030.7206-00.0826,HII region ,0.571,1.867,3.04,15.91,,,,93.7,4.9,Spe,60473,MIPS/IGA,5,446.4,
3156,G030.7242-00.0614,Rejected ,1.028,1.957,1.4,3.21,,,,,NA,,NULL,MSX,,,
3141,G030.7262-00.0117,Diffuse HII region??,1.566,3.776,2.91,6.91,,,,,NA,,NULL,MSX,,,
4356,G030.7316-00.0123,Rejected ,-0.055,1.003,1.97,5.17,,,,,NA,,NULL,MSX,,,
3142,G030.7342-00.0097,Rejected ,0.548,5.157,6.43,13.75,,,,,NA,,NULL,MSX,,,
3138,G030.7375-00.0025,Rejected ,1.464,3.36,3.44,10.23,,,,,NA,,NULL,MSX,,,
3135,G030.7415+00.0065,Rejected ,2.298,4.406,3.56,11.13,,,,,NA,,NULL,MSX,,,
3132,G030.7498+00.0134,Diffuse HII region ,2.945,5.576,3.88,10.96,,,,,NA,,NULL,MSX,,,
3165,G030.7533-00.0701,Rejected ,1.139,2.831,2.69,7.89,,,,,NA,,NULL,MSX,,,
3157,G030.7581-00.0487,Diffuse HII region ,8.612,56.969,95.75,187.23,,,,,NA,,NULL,MSX,,,
3134,G030.7631+00.0178,Rejected ,2.347,2.217,2.2,8.59,,,,,NA,,NULL,MSX,,,
3153,G030.7653-00.0352A,HII region?,12.576,41.438,61.52,177.73,,,,93.7,4.9,Spe,22247,MSX,5,87.5,
3153,G030.7653-00.0352B,Other ,12.576,41.438,61.52,177.73,14.9,11,8.7,93.7,4.9,Spe,14739,MSX,,,
3153,G030.7653-00.0352C,HII region ,12.576,41.438,61.52,177.73,,,,93.7,4.9,Spe,31540,MSX,,,
3136,G030.7656+00.0156,Rejected ,1.502,7.557,6.36,12.93,,,,,NA,,NULL,MSX,,,
3131,G030.7731+00.0298,Rejected ,0.873,1.672,0.86,3.56,,,,,NA,,NULL,MSX,,,
3150,G030.7808-00.0222,Diffuse HII region ,11.675,71.271,106.58,206.94,,,,,NA,,NULL,MSX,,,
4908,G030.7873-00.1044,Rejected ,0.479,1.022,0.52,2.78,,,,,NA,,NULL,MSX,,,
3178,G030.7939-00.0999,Rejected ,0.35,1.485,1.52,4.41,,,,,NA,,NULL,MSX,,,
3166,G030.7966-00.0551,Rejected ,1.333,4.266,7.15,19.39,,,,,NA,,NULL,MSX,,,
3168,G030.7971-00.0613,Rejected ,0.71,3.394,5.65,16.98,,,,,NA,,NULL,MSX,,,
4907,G030.7980-00.0843,Rejected ,0.318,0.778,0.7,3.55,,,,,NA,,NULL,MSX,,,
3176,G030.7989-00.0916,Rejected ,0.469,1.506,0.96,3.45,,,,,NA,,NULL,MSX,,,
3170,G030.8017-00.0739,Rejected ,0.27,1.68,2.26,7.3,,,,,NA,,NULL,MSX,,,
3164,G030.8053-00.0403,Diffuse HII region ,2.658,7.922,8.19,27.04,,,,92.9,4.9,Spe,32462,MIPS/IGA,5,<1.0,
3174,G030.8106-00.0789,Evolved star ,0.313,1.127,1.32,4.49,10.9,8.4,7.1,,NA,,NULL,MSX,,,
3172,G030.8114-00.0695,Rejected ,0.548,1.176,1.6,5.1,,,,,NA,,NULL,MSX,,,
3119,G030.8185+00.2729,YSO ,0.937,1.429,2.8,14.68,,,,97.5,4.9,Spe,8804,MIPS/IGA,8.6,<0.4,
3179,G030.8295-00.1008,Rejected ,1.004,2.701,3.01,7.93,,,,,NA,,NULL,MSX,,,
3152,G030.8426+00.0054,Diffuse HII region ,0.405,0.584,1.23,3.02,,,,,NA,,NULL,MSX,,,
3129,G030.8667+00.1141,HII region ,3.887,17.584,31.69,53.25,17.7,16.7,14.3,39.5,11.8,Kin,160695,MIPS/IGA,5,255.2,
3183,G030.8715-00.1018,YSO?,0.421,1.2,1.66,3.63,15.5,13.2,11.1,101.6,4.9,Spe,3010,MSX,,,
4905,G030.8786+00.0566,YSO ,0.888,0.723,0.83,3.11,17.2,15.4,13.1,75.1,4.9,Spe,2230,MIPS/IGA,5,<1.2,
3137,G030.8825+00.0739,HII region ,0.764,2.255,3.18,10.8,,,,74.9,4.9,Spe,9436,MIPS/IGA,5,<1.5,
3122,G030.9223+00.2740,Diffuse HII region??,0.361,-0.538,1.13,3.28,,,,,NA,,NULL,MSX,,,
3177,G030.9281-00.0308,Diffuse HII region??,0.353,0.626,1.11,4.44,,,,67.3,4.9,Spe,3553,MIPS/IGA,5,<1.4,
3161,G030.9441+00.0350,Evolved star ,2.509,23.869,53.39,78.81,,,,,NA,,NULL,MSX,5,<1.2,
3146,G030.9585+00.0862A,HII region ,1.791,3.246,4.59,11.87,,,,39.6,11.7,Kin,32389,MIPS/IGA,5,8.4,
3146,G030.9585+00.0862B,YSO ,1.791,3.246,4.59,11.87,,,,39.6,11.7,Kin,38408,MIPS/IGA,5,<1.4,
3081,G030.9648+00.9162,OH/IR star ,1.47,2.287,2.46,3.15,12.8,9.9,7.9,,NA,,NULL,MSX,,,
4910,G030.9726-00.1410,YSO ,0.137,-0.538,0.55,5.16,17.9,14.9,12.3,77.5,4.9,Spe,2743,MIPS/IGA,5,<0.7,
3094,G030.9727+00.5620,YSO ,0.796,0.798,1.65,3.42,17.6,16.1,13,23.7,12.6,Kin,27129,MIPS/IGA,5,<0.7,
3186,G030.9959-00.0771,YSO ,1.634,2.327,2.9,10.17,17.4,15.3,13.5,81.2,4.9,Spe,1719,MIPS/IGA,5,<1.2,
2845,G031.0341+04.1261,PN ,0.599,1.545,3.28,11.1,13,12.4,11.3,5.6,0.6,Kin,138,MSX,,,
3111,G031.0494+00.4698,HII region ,0.381,-0.538,0.8,4.03,,,,33.4,12.1,Kin,8051,MIPS/IGA,5,16.7,
3162,G031.0606+00.0928,HII region ,0.673,0.928,1.02,3.89,,,,17.2,13,Kin,33331,MIPS/IGA,5,4.6,
3175,G031.0702+00.0498,HII region ,3.372,6.249,6.1,16.95,,,,39.2,11.8,Kin,36283,MSX,5,248.6,
3225,G031.1266-01.0162,Evolved star ,4.527,6.916,20.63,20.62,,,,,NA,,NULL,MSX,,,
4354,G031.1475+00.2780,Diffuse HII region ,-0.045,0.714,0.84,2.93,,,,99.6,4.9,Spe,9868,MIPS/IGA,5,<0.5,
3184,G031.1593+00.0456A,HII region ,0.534,1.148,1.91,6.16,,,,39,2.6,Kin,1322,MIPS/IGA,5,11.6,
3184,G031.1593+00.0456B,HII region ,0.534,1.148,1.91,6.16,,,,39,2.6,Kin,661,MIPS/IGA,8.6,<0.4,
3169,G031.1677+00.1259,Proto-PN?,0.184,1.089,0.91,2.93,13.1,11.5,10.7,75.1,4.9,Spe,2430,MSX,5,<1.4,
3193,G031.2430-00.1108,HII region ,2.014,4.7,7.91,21.29,11.4,9.1,8.1,20.9,12.8,Kin,201277,MIPS/IGA,5,353.1,
3286,G031.2772-02.2009,Evolved star?,1.346,1.877,2.38,3.3,14.4,13.2,10.5,,NA,,NULL,MSX,5,<0.6,
3187,G031.2803+00.0615A,YSO ,2.494,3.488,6.47,30.35,14.6,13.7,12,109,4.9,Spe,37302,MSX,5,<1.3,
3187,G031.2803+00.0615B,HII region ,2.494,3.488,6.47,30.35,,,,109,4.9,Spe,18809,MSX,15,141.9,
4909,G031.2959+00.0384,Rejected ,0.161,-0.931,-0.68,2.88,,,,,NA,,NULL,MSX,,,
3196,G031.3035-00.1053,Diffuse HII region ,2.968,4.663,3.14,9.28,,,,,NA,,NULL,MSX,,,
4912,G031.3599-00.1033,Rejected ,0.169,1.498,0.59,2.81,,,,,NA,,NULL,MSX,,,
3203,G031.3948-00.2585,HII region ,4.272,13.629,22.06,84.81,16,14.6,12.4,86.8,4.9,Spe,35645,MIPS/IGA,5,<1.4,
3149,G031.4134+00.3092,HII region ,1.59,2.253,2.42,16.78,,,,96.3,4.9,Spe,137450,MIPS/IGA,5,954.8,
3211,G031.4743-00.3452,Diffuse HII region ,0.271,1.042,1.3,3.61,,,,,NA,,NULL,MSX,,,
4911,G031.5808+00.0757,HII region ,0.459,-0.76,0.62,6.55,,,,95.9,4.9,Spe,26429,MIPS/IGA,5,14.5,
3171,G031.6617+00.3667,PN?,1.228,3.504,4.62,10.55,17.3,15,13.2,25,12.4,Kin,56481,MSX,5,<0.5,
3009,G031.7372+02.8376,Young/old star?,1.279,2.052,2.97,4.4,12.5,10.8,9.4,9.3,0.8,Kin,110,MSX,5,<0.5,
3103,G031.7438+00.8967,Evolved star ,0.141,0.622,1.48,2.81,16.1,13.8,12.6,,NA,,NULL,MSX,5,<0.6,
3208,G031.8237-00.1131,HII region ,0.822,1.211,1.43,8.94,16.6,15.4,13.5,40.1,11.6,Kin,13816,MIPS/IGA,5,<1.1,
3201,G031.9775+00.0725,HII region ,0.865,1.228,1.2,3.75,,,,93.8,4.9,Spe,2883,MIPS/IGA,5,<1.0,
3222,G031.9844-00.4849,OH/IR star ,20.716,31.107,46.91,48.87,,,,71.6,4.24/10.01,,30345.3/169132.8,MSX,,,
3326,G032.0151-03.0367,PN ,2.241,3.9,4.77,12.79,13.3,12.3,10.5,,NA,,NULL,MSX,,,
3206,G032.0301+00.0495,HII region ,3.285,4.2,3.31,18.08,14.7,12.9,11.6,94.4,4.9,Spe,8428,MIPS/IGA,5,26.7,
3205,G032.0451+00.0589,YSO ,0.826,-0.589,1,6.32,,,,95.3,4.9,Spe,23755,MIPS/IGA,5,<1.1,
3212,G032.0518-00.0902,YSO ,0.438,1.12,2.1,4.9,16,13.6,11.9,70.2,4.2,Kin,3402,MIPS/IGA,5,<1.1,
3204,G032.0584+00.0769,Rejected ,0.248,1.048,2.47,7.77,,,,,NA,,NULL,MSX,,,
3121,G032.1300+00.9353,OH/IR star ,3.535,5.402,7.27,7.92,14.6,13.4,11.5,,NA,,NULL,MSX,5,<0.6,
3202,G032.1514+00.1317,HII region ,7.987,20.73,25.18,88.3,,,,93.7,4.9,Spe,27292,MIPS/IGA,5,264.4,
3219,G032.2718-00.2260,HII region ,2.297,4.917,5.35,16.43,,,,22.6,12.5,Kin,42762,MIPS/IGA,5,309.3,
3089,G032.4125+01.5401,Evolved star??,1.247,1.448,2.45,3.16,14.6,13.6,12,,NA,,NULL,MSX,5,<0.6,
3209,G032.4727+00.2041,HII region ,1.637,3.442,4.25,17.66,14,13.3,10.6,49.6,11,Kin,41609,MIPS/IGA,8.6,<0.4,
3257,G032.5009-00.9134,Evolved star ,2.239,2.587,5.07,5.39,,,,64.6,3.9,Kin,2846,MSX,5,<0.6,
3240,G032.5484-00.4737,PN ,0.262,1.164,0.89,4.23,13.6,12.8,11.6,42.5,2.8/11.36,,1145.4/18854.1,MSX,5,59,
3229,G032.5834-00.3323,Diffuse HII region??,0.162,0.225,0.86,3,,,,,NA,,NULL,MSX,,,
3297,G032.5911-01.8264,OH/IR star ,3.544,6.338,5.32,7.99,14.4,11.3,9.2,,NA,,NULL,MSX,5,<0.6,
3182,G032.6133+00.7973,PN??,0.118,0.407,1.24,9.47,14.1,12.9,12.1,4.4,0.5,Kin,85,MSX,5,3.5,
3220,G032.7494-00.0638,HII region ,1.294,1.376,1.88,4.03,14.1,12.8,11.6,37.2,11.6,Kin,26576,MIPS/IGA,5,<1.3,
3213,G032.7946+00.2053,HII region ,0.733,1.152,1.15,3.53,,,,14.6,12.9,Kin,35113,MIPS/IGA,5,<1.3,
3214,G032.7977+00.1903,HII region ,8.174,34.308,59.23,152.7,16.8,13.7,10.2,15.3,12.9,Kin,303490,MIPS/IGA,15,446.7,
4365,G032.8205-00.3300,YSO ,-0.013,0.315,1.1,10.46,16.9,14,11.8,79.3,4.7,Kin,10218,MIPS/IGA,5,<0.7,
3239,G032.8276-00.3152,OH/IR star ,20.187,29.698,61.68,73.44,16.8,16,13.5,,NA,,NULL,MSX,5,<0.7,
3199,G032.9275+00.6063,HII region ,1.956,4.946,8,30.4,,,,-34.1,17.2,Kin,104235,MIPS/IGA,5,294.2,
3252,G032.9524-00.5687,OH/IR star ,15.272,24.847,34.46,32.9,,,,,NA,,NULL,MSX,,,
3221,G032.9957+00.0415A,YSO ,6.078,9.588,13.01,15.09,17.2,15.9,10.3,83.8,9.2,Kin,22521,MIPS/IGA,8.6,<0.4,
3221,G032.9957+00.0415B,HII region ,6.078,9.588,13.01,15.09,,,,83.8,9.2,Kin,11092,MIPS/IGA,8.6,<0.4,
3207,G033.0083+00.5420,OH/IR star?,2.148,4.645,6.14,8.8,14.1,12.5,10.8,,NA,,NULL,MSX,5,<0.6,
3215,G033.0225+00.2788,Evolved star ,3.841,8.724,8.26,8.39,13.7,9.4,7.1,,NA,,NULL,MSX,,,
3233,G033.1102-00.0938,Diffuse HII region ,0.58,0.77,0.86,2.79,,,,76.1,4.5,Kin,1600,MIPS/IGA,5,<1.5,
3235,G033.1342-00.0915,HII region ,0.778,1.132,0.95,4.86,,,,77.1,9.5,Kin,50215,MSX,5,495.6,
3234,G033.1419-00.0874,Diffuse HII region ,1.058,2.66,3.1,10.94,,,,,NA,,NULL,MSX,,,
3228,G033.2020-00.0137,Rejected ,0.365,1.92,2.04,4.9,,,,,NA,,NULL,MSX,,,
3227,G033.2031-00.0102,HII region ,2.414,3.404,4.54,12.39,,,,99.6,7,Kin,14275,MSX,,,
3232,G033.2057-00.0289,Rejected ,0.23,0.726,1,4.22,,,,,NA,,NULL,MSX,,,
3230,G033.2101-00.0148,Diffuse HII region ,1.66,1.966,1.92,6.63,,,,,NA,,NULL,MSX,,,
3198,G033.2880+00.8684,Evolved star ,0.244,0.906,1.94,3.2,,,,9.8,0.9,Kin,86,MSX,5,<0.6,
3243,G033.3208-00.1459,OH/IR star ,5.301,7.1,9.47,10.03,,,,,NA,,NULL,MSX,,,
3223,G033.3891+00.1989,YSO ,6.013,10.291,14.33,20.14,13,9.6,7.2,85.3,5,Kin,12773,MIPS/IGA,5,<1.0,
3236,G033.3933+00.0100,YSO ,0.067,0.214,1.22,5.27,,,,103.6,7,Kin,16769,MIPS/IGA,5,<1.1,
3238,G033.4178-00.0038,HII region ,1.711,3.242,3.31,9.71,13.5,10.3,8.9,75.1,9.6,Kin,13941,MIPS/IGA,5,61.3,
3264,G033.4544-00.6150,PN ,1.889,6.387,7.04,28.02,13.7,12.4,10.8,91.4,7,Kin,47558,MSX,5,82.2,
3197,G033.4895+01.0122,Evolved star ,1.333,2.207,2.12,4.27,17.5,13.7,10.6,,NA,,NULL,MSX,5,<0.6,
3241,G033.5237+00.0198,YSO ,3.312,4.564,5.68,7.06,15.8,12,8.9,103.5,7,Kin,13389,MIPS/IGA,5,<0.6,
3258,G033.5681-00.3840,Evolved star??,1.048,5.066,9.99,17.38,,,,,NA,,NULL,MSX,5,<1.1,
3190,G033.6048+01.1866,OH/IR star ,3.651,5.688,7.08,8.11,15,14.2,10.5,10.9,1,Kin,253,MSX,5,<0.5,
3253,G033.6437-00.2277,Diffuse HII region ,0.912,1.271,1.42,4.61,,,,,NA,,NULL,MSX,,,
3255,G033.6437-00.2596,Evolved star ,0.36,1.629,2.2,3,,,,60.3,3.71/10.28,,1426.2/10950.4,MSX,5,<1.1,
3217,G033.6657+00.5833,Evolved star ,4.879,8.602,10.13,9.54,16.4,14,11.2,,NA,,NULL,MSX,5,<0.6,
4913,G033.7131+00.2563,HII region?,0.405,-0.538,0.49,2.77,17,14.4,14.1,36.2,11.5,Kin,5778,MIPS/IGA,5,<1.1,
3246,G033.7526-00.0624,Rejected ,0.226,-0.76,0.83,3.62,,,,,NA,,NULL,MSX,,,
3280,G033.7539-00.8131,Evolved star ,3.401,6.311,7.21,7.95,13.5,10.6,8.8,92.4,7,Kin,13397,MSX,5,<0.6,
3354,G033.7922-02.8860,Evolved star ,0.153,-0.491,0.94,4.91,9.8,9.2,8.8,,NA,,NULL,MSX,,,
3347,G033.8071-02.6926,PN ,0.659,1.514,4.61,5.69,12.5,12.5,11.2,,NA,,NULL,MSX,5,112.1,
3256,G033.8104-00.1869,HII region ,8.43,18.794,28.55,55.5,17,12.8,9.5,46,11,Kin,167539,MIPS/IGA,5,73.5,
