#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G287.5223-00.6167;161.1461;-59.6385;-8.336e+00;0;     ; 4.345e-01;4;  4.4; 2.122e+00;4;  5.6; 3.776e+00;4;  6.2; 1.005e+01;4;  6.1
G332.8803-00.5658;245.1260;-50.8611;-9.316e+00;0;     ; 1.460e+00;4;  4.1; 2.051e+00;4;  5.7; 9.727e-01;2;  7.4; 2.188e+00;2;  6.9
G022.0425-00.6084;278.3940;-09.9601;-8.336e+00;0;     ; 2.830e-01;4;  4.7; 1.203e+00;2;  6.7; 3.070e+00;4;  6.2; 5.156e+00;4;  6.2
G297.4048-00.6224;180.6253;-62.9679;-9.316e+00;0;     ; 4.576e-01;4;  4.5; 1.319e+00;2;  7.3; 1.810e+00;3;  6.7; 6.035e+00;4;  6.2
G331.0967-00.6433;243.1504;-52.1554;-8.336e+00;0;     ; 4.848e-01;4;  4.3; 5.996e-01;1; 10.4; 1.954e+00;4;  6.4; 2.970e+00;3;  6.4
G014.2428-00.5543;274.6005;-16.8328;-9.316e+00;0;     ; 5.395e-01;4;  4.3; 6.590e-01;1; 10.2; 1.173e+00;3;  7.0; 5.158e+00;4;  6.2
G000.4548-00.5031;267.1657;-28.8080;-4.098e+00;0;     ; 5.638e-01;4;  4.1; 1.003e+00;4;  5.3; 1.067e+00;4;  6.2; 3.000e+00;4;  6.1
G002.5922-00.6308;268.5258;-27.0359; 1.937e+01;1; 43.6; 2.407e-01;4;  4.9; 1.169e+00;2;  6.8; 1.008e+00;3;  7.1; 6.105e+00;4;  6.1
G015.2031-00.6387;275.1509;-16.0263;-8.336e+00;0;     ; 1.537e+00;4;  4.1; 3.666e+00;4;  5.3; 2.790e+00;4;  6.3; 6.800e+00;4;  6.1
G354.9823-00.5244;263.8110;-33.4676;-9.316e+00;0;     ; 2.845e-01;4;  4.8; 7.200e-01;1;  9.5; 1.335e+00;3;  6.8; 5.276e+00;4;  6.2
G291.5633-00.5702;168.6383;-61.2852;-9.316e+00;0;     ; 7.039e-01;4;  4.2; 2.446e+00;4;  5.5; 2.747e+00;4;  6.3; 9.010e+00;4;  6.1
G018.9149-00.5803;276.8915;-12.7191;-9.316e+00;0;     ; 4.051e-01;4;  4.5; 8.810e-01;1;  8.3; 1.073e+00;2;  7.2; 4.169e+00;4;  6.3
G043.2945-00.6451;288.2051;+08.9136;-8.336e+00;0;     ; 3.414e-01;4;  4.5; 1.283e+00;3;  6.6; 2.714e+00;4;  6.3; 3.854e+00;4;  6.3
G287.3460-00.5555;160.8956;-59.5016;-8.625e+00;0;     ; 3.783e-01;4;  4.5; 8.601e-01;1;  8.4; 1.888e+00;4;  6.5; 5.004e+00;4;  6.2
G287.6056-00.5374;161.3651;-59.6071;-1.020e+01;0;     ; 4.181e-01;4;  4.6; 2.195e+00;4;  5.9; 1.590e+00;3;  6.9; 5.864e+00;4;  6.2
G026.2110-00.5137;280.2430;-06.2140;-9.316e+00;0;     ; 3.552e-01;4;  4.6;-4.909e-01;0;     ; 1.247e+00;3;  6.9; 3.543e+00;3;  6.4
G287.4484-00.6195;161.0144;-59.6063;-1.020e+01;0;     ; 1.491e+00;4;  4.1; 5.315e+00;4;  5.1; 1.096e+01;4;  6.1; 2.827e+01;4;  6.0
G014.9882-00.5950;275.0054;-16.1951;-1.020e+01;0;     ; 2.183e+00;4;  4.1; 3.778e+00;4;  5.3; 1.541e+00;3;  6.9; 3.701e+00;3;  6.5
G311.6833-00.6254;211.8959;-62.1965;-8.336e+00;0;     ; 2.697e-01;4;  5.1;-4.328e-01;0;     ; 2.777e+00;4;  6.3; 4.722e+00;4;  6.3
G000.3590-00.5130;267.1190;-28.8951;-8.953e+00;0;     ; 7.034e-02;4;  4.7; 2.867e-01;2;  6.7; 3.570e-01;4;  6.6; 2.126e+00;4;  6.1
G308.3653-00.5085;204.8449;-62.8735;-9.316e+00;0;     ; 3.043e-01;4;  4.7; 8.394e-01;1;  8.5; 1.111e+00;3;  7.1; 3.332e+00;3;  6.4
G009.3417-00.5707;272.1322;-21.1426;-9.316e+00;0;     ; 3.213e-01;4;  4.7; 8.354e-01;1;  8.6; 1.413e+00;3;  6.7; 2.935e+00;3;  6.5
G078.1118-00.6422;308.1742;+38.7658;-8.336e+00;0;     ; 3.722e-01;4;  4.5; 8.550e-01;1;  8.1; 1.161e+00;3;  6.9; 2.527e+00;2;  6.6
G316.2267-00.6453;220.7916;-60.6005;-8.336e+00;0;     ; 2.534e-01;4;  4.9; 7.815e-01;1;  8.5; 1.780e+00;4;  6.5; 3.960e+00;4;  6.3
G015.1127-00.5469;275.0224;-16.0627;-1.020e+01;0;     ; 1.281e-01;2;  7.7;-5.378e-01;0;     ; 1.078e+00;2;  7.6; 3.184e+00;3;  6.6
G042.2096-00.5859;287.6447;+07.9792;-1.020e+01;0;     ; 2.251e-01;4;  5.1; 1.423e+00;1; 17.9; 7.688e-01;2;  8.1; 4.017e+00;4;  6.3
G321.1262-00.5574;229.1941;-58.1995;-1.318e+01;0;     ; 1.235e-01;2;  6.9; 6.968e-01;1;  9.7; 8.649e-01;2;  7.7; 3.623e+00;3;  6.4
G000.3585-00.5187;267.1243;-28.8986;-1.318e+01;0;     ; 3.438e-02;3;  6.1; 2.268e-01;2;  7.6; 2.984e-01;3;  6.8; 1.532e+00;4;  6.1
G333.0666-00.5214;245.2856;-50.6984;-1.544e+01;0;     ; 2.986e-01;4;  4.9; 1.714e+00;1; 22.9; 8.607e-01;2;  8.1; 2.522e+00;2;  6.9
G351.4740-00.5962;261.5307;-36.4376;-9.316e+00;0;     ; 2.123e-01;4;  5.2; 1.217e+00;2;  6.9; 2.191e+00;4;  6.4; 2.225e+00;2;  6.9
G287.3106-00.5724;160.8183;-59.4999;-9.316e+00;0;     ; 2.232e+00;4;  4.1; 3.184e+00;4;  5.3; 1.549e+00;4;  6.7; 4.244e+00;4;  6.3
G327.2456-00.6383;238.2877;-54.6944;-8.336e+00;0;     ; 4.547e-01;4;  4.4; 5.947e-01;1; 10.5; 8.890e-01;2;  7.4; 5.251e+00;4;  6.2
G014.9513-00.6163;275.0068;-16.2377;-1.020e+01;0;     ; 2.431e-01;4;  4.9; 8.840e-01;1;  7.9; 1.443e+00;4;  6.7; 4.431e+00;4;  6.2
G291.5954-00.6414;168.6465;-61.3631;-8.336e+00;0;     ; 2.871e-01;4;  4.9; 8.270e-01;1;  9.1; 1.298e+00;3;  7.0; 3.973e+00;3;  6.4
G049.2907-00.5185;290.9552;+14.2722;-9.316e+00;0;     ; 2.887e-01;4;  4.8; 7.446e-01;1;  9.3; 1.331e+00;3;  6.8; 3.882e+00;4;  6.3
G332.6841-00.5924;244.9343;-51.0180;-9.316e+00;0;     ; 1.490e+00;4;  4.1; 3.480e+00;4;  5.3; 1.572e+00;4;  6.7; 7.148e+00;4;  6.1
G287.7169-00.6349;161.4707;-59.7452;-8.336e+00;0;     ; 1.456e-01;3;  6.7; 1.190e+00;2;  7.3; 2.686e+00;4;  6.3; 5.735e+00;4;  6.2
G287.5253-00.5183;161.2424;-59.5528;-9.316e+00;0;     ; 1.467e-01;3;  6.2; 6.833e-01;1;  9.9; 1.565e+00;4;  6.7; 2.478e+00;2;  6.7
G048.8768-00.5241;290.7587;+13.9048;-1.141e+01;0;     ; 1.057e+00;4;  4.2; 1.434e+00;3;  6.4; 9.378e-01;2;  7.4; 2.595e+00;2;  6.6
G332.8024-00.5202;244.9875;-50.8835;-9.316e+00;0;     ; 1.350e-01;2;  6.5; 1.242e+00;2;  6.8; 1.977e+00;4;  6.5; 3.078e+00;3;  6.4
G287.2972-00.5552;160.8111;-59.4783;-1.020e+01;0;     ; 6.881e-01;4;  4.2; 1.226e+00;2;  6.9; 1.381e+00;3;  6.8; 3.809e+00;4;  6.4
G288.1506-00.5079;162.3523;-59.8308;-9.316e+00;0;     ; 2.227e-01;4;  5.1; 6.161e-01;1; 10.8; 1.166e+00;3;  7.0; 2.416e+00;2;  6.7
G059.8237-00.5357;296.3869;+23.4699;-9.316e+00;0;     ; 1.852e-01;3;  5.5;-4.909e-01;0;     ; 1.169e+00;3;  7.0; 3.010e+00;3;  6.5
G348.2949-00.5160;259.1592;-39.0057;-9.316e+00;0;     ; 2.421e-01;4;  5.0; 7.298e-01;1;  9.4; 1.265e+00;3;  6.9; 2.261e+00;2;  6.9
G287.5649-00.6318;161.2067;-59.6717;-1.141e+01;0;     ; 1.483e+01;4;  4.1; 5.131e+01;4;  5.0; 3.256e+01;4;  6.1; 1.305e+02;4;  6.0
G287.7242-00.6247;161.4928;-59.7395;-9.004e+00;0;     ; 6.795e-01;4;  4.3; 1.899e+00;4;  6.0; 1.843e+00;4;  6.5; 4.679e+00;4;  6.3
G014.4658-00.6436;274.7929;-16.6785;-8.336e+00;0;     ; 1.606e-01;3;  5.7; 7.483e-01;1;  8.8; 1.108e+00;3;  7.0; 2.379e+00;3;  6.6
G332.7577-00.5601;244.9815;-50.9433;-9.316e+00;0;     ; 8.718e-01;4;  4.2; 1.661e+00;3;  6.1; 1.003e+00;2;  7.4; 2.129e+00;2;  7.0
G357.1794-00.5213;265.2027;-31.6100;-9.316e+00;0;     ; 1.845e-01;3;  5.5; 9.589e-01;2;  7.9; 1.975e+00;4;  6.5; 3.457e+00;3;  6.4
G349.3747-00.6404;260.0844;-38.1943;-8.336e+00;0;     ; 2.810e-01;4;  4.7; 1.109e+00;2;  7.0; 1.606e+00;4;  6.5; 3.106e+00;3;  6.4
G022.4607-00.5134;278.5041;-09.5453;-9.316e+00;0;     ; 1.090e-01;2;  7.5;-4.909e-01;0;     ; 1.454e+00;3;  6.7; 2.118e+00;2;  7.0
G015.1502-00.5771;275.0686;-16.0439;-8.625e+00;0;     ; 2.979e-01;4;  4.9; 1.326e+00;2;  7.0; 1.515e+00;3;  6.8; 4.042e+00;3;  6.4
G002.2695-00.5091;268.2240;-27.2522;-9.316e+00;0;     ; 1.603e-01;3;  5.9; 7.665e-01;1;  9.1; 8.009e-01;2;  7.9; 2.401e+00;2;  6.8
G291.7032-00.5636;168.9148;-61.3298;-9.316e+00;0;     ; 4.984e-01;4;  4.4; 1.745e+00;3;  6.0; 2.524e+00;4;  6.3; 8.232e+00;4;  6.1
G287.6304-00.5604;161.3872;-59.6390;-1.020e+01;0;     ; 1.878e-01;3;  5.7; 6.858e-01;1; 10.4; 3.209e+00;4;  6.3; 5.778e+00;4;  6.2
G007.3570-00.5565;271.0744;-22.8681;-6.099e+00;0;     ; 1.842e-01;4;  4.3; 2.626e-01;1;  8.5; 3.940e-01;3;  6.9; 9.750e-01;3;  6.4
G332.8662-00.5657;245.1101;-50.8709;-9.316e+00;0;     ; 2.614e-01;4;  4.9; 6.877e-01;1;  9.9; 1.564e+00;4;  6.7; 5.381e+00;4;  6.2
G332.6529-00.6147;244.9239;-51.0557;-8.336e+00;0;     ; 9.482e+00;4;  4.1; 1.472e+01;4;  5.0; 8.155e+00;4;  6.1; 2.026e+01;4;  6.0
G015.0796-00.6636;275.1133;-16.1470;-8.336e+00;0;     ; 2.086e+01;4;  4.1; 5.777e+01;4;  5.0; 1.098e+02;4;  6.1; 2.810e+02;4;  6.0
G291.6274-00.5615;168.7692;-61.3004;-9.316e+00;0;     ; 6.495e+00;4;  4.1; 1.352e+01;4;  5.0; 1.757e+01;4;  6.1; 5.906e+01;4;  6.0
G346.1099-00.6483;257.6284;-40.8533;-8.336e+00;0;     ; 5.061e+00;4;  4.1; 5.243e+00;4;  5.1; 3.994e+00;4;  6.1; 2.212e+00;2;  6.8
G349.8409-00.5323;260.3093;-37.7497;-1.020e+01;0;     ; 5.788e+00;4;  4.1; 1.232e+01;4;  5.0; 9.556e+00;4;  6.1; 2.995e+01;4;  6.0
G328.1912-00.5636;239.4522;-54.0315;-9.316e+00;0;     ; 4.096e+00;4;  4.1; 8.527e+00;4;  5.0; 9.096e+00;4;  6.1; 3.697e+01;4;  6.0
G015.1038-00.6222;275.0871;-16.1061;-9.863e+00;0;     ; 6.301e+00;4;  4.1; 1.102e+01;4;  5.0; 8.859e+00;4;  6.1; 4.607e+01;4;  6.0
G076.3588-00.6336;306.8564;+37.3529;-7.798e+00;0;     ; 3.626e+00;4;  4.1; 4.300e+00;4;  5.1; 2.134e+00;4;  6.3; 5.757e+00;4;  6.1
G015.1086-00.6310;275.0976;-16.1060;-1.092e+01;0;     ; 8.330e+00;4;  4.1; 1.374e+01;4;  5.0; 9.804e+00;4;  6.1; 5.090e+01;4;  6.0
G287.6196-00.6289;161.3053;-59.6946;-1.020e+01;0;     ; 3.246e+01;4;  4.1; 1.062e+02;4;  5.0; 1.479e+02;4;  6.1; 3.908e+01;4;  6.0
G287.4032-00.6368;160.9197;-59.6003;-8.336e+00;0;     ; 1.276e+00;4;  4.1; 4.593e+00;4;  5.1; 1.018e+01;4;  6.1; 2.412e+01;4;  6.0
G026.1172-00.6647;280.3350;-06.3664; 1.779e+01;1; 13.9; 3.896e+01;4;  4.1; 4.642e+01;4;  5.0; 4.011e+01;4;  6.1; 4.261e+01;4;  6.0
G287.4641-00.6565;161.0075;-59.6463;-7.798e+00;0;     ; 1.893e+00;4;  4.1; 1.043e+01;4;  5.0; 1.980e+01;4;  6.1; 6.055e+01;4;  6.0
G287.3801-00.6415;160.8750;-59.5935;-8.336e+00;0;     ; 3.558e+00;4;  4.1; 6.972e+00;4;  5.0; 7.214e+00;4;  6.1; 1.939e+01;4;  6.0
G287.3658-00.5968;160.8917;-59.5474;-9.766e+00;0;     ; 2.020e+00;4;  4.1; 5.227e+00;4;  5.1; 5.218e+00;4;  6.1; 1.140e+01;4;  6.0
G005.8594-00.6484;270.3566;-24.2164;-8.336e+00;0;     ; 2.521e+00;4;  4.1; 3.306e+00;4;  5.3; 2.453e+00;4;  6.3; 2.222e+00;2;  6.8
G043.1770-00.5187;288.0367;+08.8681;-1.141e+01;0;     ; 2.683e+00;4;  4.1; 4.001e+00;4;  5.2; 3.253e+00;4;  6.2; 1.585e+01;4;  6.0
G015.0915-00.6305;275.0887;-16.1208;-8.336e+00;0;     ; 4.086e+00;4;  4.1; 1.039e+01;4;  5.0; 9.357e+00;4;  6.1; 1.635e+01;4;  6.0
G287.6078-00.6057;161.3061;-59.6686;-1.614e+01;0;     ; 3.274e-01;4;  4.9; 7.167e+00;4;  5.0; 1.969e+00;4;  6.7; 4.736e+01;4;  6.0
G334.7225-00.6539;247.2413;-49.6079;-8.336e+00;0;     ; 2.615e+00;4;  4.1; 6.755e+00;4;  5.0; 1.414e+01;4;  6.1; 3.536e+01;4;  6.0
G327.3247-00.5495;238.2962;-54.5755;-9.316e+00;0;     ; 4.438e+00;4;  4.1; 1.065e+01;4;  5.0; 7.546e+00;4;  6.1; 2.957e+01;4;  6.0
G291.6457-00.5681;168.7996;-61.3132;-9.316e+00;0;     ; 2.309e+00;4;  4.1; 3.999e+00;4;  5.2; 2.343e+00;4;  6.3; 9.674e+00;4;  6.1
G287.5792-00.5955;161.2653;-59.6463;-1.318e+01;0;     ; 2.048e-01;3;  6.0; 5.042e+00;4;  5.2; 8.957e+00;4;  6.1; 1.344e+01;4;  6.0
G344.2111-00.6488;256.1052;-42.3727;-8.336e+00;0;     ; 1.893e+00;4;  4.1; 3.043e+00;4;  5.3; 2.810e+00;4;  6.3; 2.369e+00;2;  6.7
G332.3267-00.5572;244.4883;-51.2430;-9.316e+00;0;     ; 1.672e+00;4;  4.1; 3.399e+00;4;  5.3; 1.784e+00;4;  6.5; 5.482e+00;4;  6.2
G287.3817-00.6179;160.8997;-59.5735;-8.336e+00;0;     ; 1.745e+00;4;  4.1; 3.530e+00;4;  5.2; 3.729e+00;4;  6.2; 1.157e+01;4;  6.0
G333.0722-00.5117;245.2811;-50.6876;-9.316e+00;0;     ; 1.014e+00;4;  4.2; 2.293e+00;4;  5.6; 1.386e+00;3;  6.9; 6.877e+00;4;  6.1
G000.3441-00.6492;267.2435;-28.9781;-2.921e+00;0;     ; 1.589e+00;4;  4.1; 2.169e+00;4;  5.0; 1.735e+00;4;  6.1; 1.781e+00;4;  6.1
G337.4865-00.5172;249.9187;-47.4823;-9.316e+00;0;     ; 4.453e+00;4;  4.1; 1.596e+01;4;  5.0; 4.164e+00;4;  6.1; 3.799e+00;4;  6.4
G327.2688-00.5711;238.2452;-54.6276;-9.316e+00;0;     ; 5.515e-01;4;  4.3; 1.137e+00;1; 51.8; 1.442e+00;3;  6.7; 7.559e+00;4;  6.1
G078.1137-00.5462;308.0766;+38.8243;-9.316e+00;0;     ; 2.019e+00;4;  4.1; 1.734e+00;3;  6.0; 1.658e+00;4;  6.6; 5.021e+00;4;  6.2
G331.1304-00.5263;243.0601;-52.0471;-1.614e+01;0;     ; 1.341e+00;4;  4.1; 1.151e+01;4;  5.0; 1.663e+01;4;  6.1; 3.595e+01;4;  6.0
G018.8854-00.5125;276.8159;-12.7136;-9.316e+00;0;     ; 1.559e+00;4;  4.1; 2.128e+00;4;  5.7; 1.225e+00;3;  7.0; 2.967e+00;3;  6.5
G328.3163-00.5792;239.6316;-53.9623;-9.316e+00;0;     ; 1.355e+00;4;  4.1; 1.431e+00;3;  6.5; 8.626e-01;2;  7.8; 2.202e+00;2;  6.9
G024.6579-00.5745;279.5806;-07.6222;-4.098e+00;0;     ; 1.119e+00;4;  4.1; 1.133e+00;4;  5.2; 8.307e-01;4;  6.3; 6.426e-01;2;  7.0
G354.8515-00.6550;263.8581;-33.6481; 6.536e+01;4;  9.0; 3.412e+01;4;  4.1; 2.377e+01;4;  5.0; 1.834e+01;4;  6.1; 1.891e+01;4;  6.0
G006.1688-00.6040;270.4819;-23.9255;-9.316e+00;0;     ; 1.111e+00;4;  4.2; 1.006e+00;2;  7.5; 7.760e-01;2;  8.0; 4.840e+00;4;  6.2
G331.0874-00.5173;242.9990;-52.0699;-9.316e+00;0;     ; 1.773e+00;4;  4.1; 1.641e+00;3;  6.1; 8.185e-01;2;  7.9; 2.190e+00;2;  6.9
G000.4459-00.6452;267.2995;-28.8888;-5.060e+00;0;     ; 1.266e+00;4;  4.1; 1.572e+00;4;  5.1; 6.182e-01;4;  6.5; 1.252e+00;3;  6.4
G287.5817-00.6655;161.2050;-59.7093;-1.560e+01;0;     ; 8.859e-01;4;  4.2; 9.992e-01;1;  8.6; 1.061e+00;2;  7.8; 1.503e+01;4;  6.0
G349.8378-00.5375;260.3124;-37.7552;-1.092e+01;0;     ; 1.979e+00;4;  4.1; 1.276e+01;4;  5.0; 1.411e+01;4;  6.1; 3.620e+01;4;  6.0
G287.6341-00.6301;161.3297;-59.7025;-8.336e+00;0;     ; 3.158e+01;4;  4.1; 4.585e+01;4;  5.0; 1.046e+02;4;  6.1; 1.171e+02;4;  6.0
G000.2075-00.6228;267.1372;-29.0816; 1.127e+01;1; 42.5; 1.061e+00;4;  4.1; 1.334e+00;4;  5.0; 1.085e+00;4;  6.1; 7.669e-01;3;  6.4
G000.5888-00.6279;267.3665;-28.7573;-6.117e+00;0;     ; 1.250e+00;4;  4.1; 1.478e+00;3;  6.1; 3.305e+00;4;  6.2; 1.097e+01;4;  6.0
G020.8297-00.6334;277.8470;-11.0474;-3.899e+00;0;     ; 9.855e-01;4;  4.1; 1.081e+00;4;  5.3; 9.125e-01;4;  6.3; 6.474e-01;2;  7.1
G024.1989-00.6565;279.4417;-08.0676;-8.336e+00;0;     ; 1.831e+01;4;  4.1; 1.997e+01;4;  5.0; 1.620e+01;4;  6.1; 1.807e+01;4;  6.0
G024.6927-00.5379;279.5639;-07.5745;-4.098e+00;0;     ; 1.604e+00;4;  4.1; 1.673e+00;4;  5.1; 1.329e+00;4;  6.1; 9.039e-01;3;  6.5
G291.6172-00.5775;168.7372;-61.3116;-9.316e+00;0;     ; 6.788e-01;4;  4.3; 3.357e+00;4;  5.4; 6.934e+00;4;  6.1; 1.944e+01;4;  6.0
G000.5990-00.6195;267.3642;-28.7443;-5.349e+00;0;     ; 1.501e-01;3;  5.9; 1.272e+00;3;  6.6; 2.883e+00;4;  6.2; 1.207e+01;4;  6.0
G333.0042-00.6198;245.3255;-50.8122;-9.004e+00;0;     ; 6.244e-01;4;  4.3; 8.069e-01;1;  8.7; 8.339e-01;2;  7.8; 2.100e+00;2;  7.0
G287.5467-00.6676;161.1417;-59.6949; 1.767e+01;1; 27.7; 2.721e-01;4;  4.9; 2.766e+00;4;  5.4; 4.367e+00;4;  6.1; 1.649e+01;4;  6.0
G332.6702-00.6016;244.9288;-51.0343;-9.316e+00;0;     ; 3.528e+00;4;  4.1; 2.105e+00;4;  5.7; 3.755e+00;4;  6.2; 1.200e+01;4;  6.0
G021.3390-00.6393;278.0920;-10.5984;-3.899e+00;0;     ; 7.538e-01;4;  4.1; 8.470e-01;4;  5.4; 9.058e-01;4;  6.3; 7.355e-01;2;  6.8
G007.4036-00.5709;271.1128;-22.8345;-4.865e+00;0;     ; 9.099e-01;4;  4.1; 9.003e-01;4;  5.3; 6.744e-01;4;  6.4; 6.784e-01;2;  6.9
G350.7244-00.6545;261.0660;-37.0907;-8.336e+00;0;     ; 1.190e+01;4;  4.1; 1.519e+01;4;  5.0; 1.202e+01;4;  6.1; 1.236e+01;4;  6.0
G359.8741-00.5266;266.8455;-29.3173;-3.105e+00;0;     ; 6.357e-01;4;  4.1; 8.826e-01;4;  5.2; 7.917e-01;4;  6.2; 7.268e-01;3;  6.4
G291.6337-00.5749;168.7712;-61.3151;-1.020e+01;0;     ; 1.049e+00;4;  4.2; 4.593e+00;4;  5.2; 9.382e+00;4;  6.1; 2.624e+01;4;  6.0
G333.1154-00.5140;245.3319;-50.6587;-1.141e+01;0;     ; 1.010e+00;4;  4.2; 2.251e+00;4;  5.7; 9.915e-01;2;  7.7; 2.302e+00;2;  7.0
G045.4017-00.5165;289.0834;+10.8392;-4.098e+00;0;     ; 7.651e-01;4;  4.1; 7.989e-01;4;  5.4; 4.387e-01;3;  6.7; 7.783e-01;2;  6.7
G291.6640-00.5297;168.8642;-61.2840;-9.316e+00;0;     ; 1.769e+00;4;  4.1; 6.149e+00;4;  5.0; 1.046e+01;4;  6.1; 1.321e+01;4;  6.0
G000.1221-00.6389;267.1025;-29.1630;-2.603e+00;0;     ; 6.867e-01;4;  4.1; 7.977e-01;4;  5.3; 7.650e-01;4;  6.2; 6.309e-01;3;  6.6
G359.4961-00.5325;266.6261;-29.6435;-2.687e+00;0;     ; 6.131e-01;4;  4.1; 8.408e-01;4;  5.4; 8.260e-01;4;  6.3; 7.197e-01;2;  6.8
G287.5076-00.5889;161.1462;-59.6071;-1.261e+01;0;     ; 1.020e+00;4;  4.2; 4.351e+00;4;  5.2; 1.320e+01;4;  6.1; 3.713e+01;4;  6.0
G332.6806-00.6201;244.9613;-51.0402;-8.336e+00;0;     ; 3.294e-01;4;  4.6; 2.934e+00;4;  5.3; 6.053e+00;4;  6.1; 1.201e+01;4;  6.0
G015.1032-00.5716;275.0404;-16.0827;-9.316e+00;0;     ; 3.530e-01;4;  4.8; 1.998e+00;3;  6.1; 3.932e+00;4;  6.2; 9.314e+00;4;  6.1
G000.4776-00.6675;267.3400;-28.8731;-2.721e+00;0;     ; 6.989e-01;4;  4.1; 2.708e+00;4;  5.0; 3.102e+00;4;  6.1; 1.127e+01;4;  6.0
G332.6832-00.6465;244.9937;-51.0572;-9.004e+00;0;     ; 1.286e+00;4;  4.1; 1.940e+00;4;  5.7; 2.345e+00;4;  6.3; 8.000e+00;4;  6.1
G025.9314-00.6699;280.2541;-06.5340;-8.336e+00;0;     ; 5.757e+00;4;  4.1; 7.336e+00;4;  5.0; 6.962e+00;4;  6.1; 8.880e+00;4;  6.1
G332.6437-00.6469;244.9495;-51.0851;-9.863e+00;0;     ; 8.825e-01;4;  4.2; 1.692e+00;3;  5.9; 1.672e+00;4;  6.5; 6.978e+00;4;  6.1
G011.4302-00.6618;273.2906;-19.3569;-8.336e+00;0;     ; 1.172e+01;4;  4.1; 1.409e+01;4;  5.0; 1.050e+01;4;  6.1; 9.898e+00;4;  6.1
G333.7806-00.6496;246.2191;-50.2819; 1.944e+01;1; 13.1; 1.432e+01;4;  4.1; 1.805e+01;4;  5.0; 1.359e+01;4;  6.1; 1.043e+01;4;  6.0
G359.8513-00.5332;266.8384;-29.3402;-2.437e+00;0;     ; 8.909e-01;4;  4.1; 1.199e+00;4;  5.1; 1.307e+00;4;  6.1; 1.300e+00;4;  6.2
G000.6207-00.6604;267.4169;-28.7467;-6.892e+00;0;     ; 9.876e+00;4;  4.1; 1.181e+01;4;  5.0; 1.438e+01;4;  6.1; 1.003e+01;4;  6.1
